pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-296,f,Kepler-296 f,Transit,0,5,63.33627,0.255,0.33,,,,0.161,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,,15.921,Kepler-band,15.901,3740,0.5,0.48,9/3/15,Kepler
Kepler-297,b,Kepler-297 b,Transit,0,2,38.871826,0.217,,,,,0.256,,1,1,0,1,18h52m50.20s,283.209159,+48d46m39.5s,48.777645,706.21,706.21,14.232,Kepler-band,14.192,5619,,0.92,5/14/14,Kepler
Kepler-297,c,Kepler-297 c,Transit,0,2,74.920137,0.336,,,,,0.583,,1,1,0,1,18h52m50.20s,283.209159,+48d46m39.5s,48.777645,706.21,706.21,14.232,Kepler-band,14.192,5619,,0.92,5/14/14,Kepler
Kepler-298,b,Kepler-298 b,Transit,0,3,10.475464,0.08,,,,,0.175,,0,1,0,1,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,525.98,525.98,15.415,Kepler-band,15.418,4465,,0.58,5/14/14,Kepler
Kepler-298,c,Kepler-298 c,Transit,0,3,22.92881,0.136,,,,,0.172,,0,1,0,1,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,525.98,525.98,15.415,Kepler-band,15.418,4465,,0.58,5/14/14,Kepler
Kepler-298,d,Kepler-298 d,Transit,0,3,77.473633,0.305,,,,,0.223,,0,1,0,1,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,525.98,525.98,15.415,Kepler-band,15.418,4465,,0.58,5/14/14,Kepler
Kepler-299,b,Kepler-299 b,Transit,0,4,2.927128,0.04,,,,,0.118,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1084.89,1084.89,15.017,Kepler-band,15.01,5617,,1.03,5/14/14,Kepler
Kepler-299,c,Kepler-299 c,Transit,0,4,6.885875,0.07,,,,,0.236,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1084.89,1084.89,15.017,Kepler-band,15.01,5617,,1.03,5/14/14,Kepler
Kepler-299,d,Kepler-299 d,Transit,0,4,15.054786,0.118,,,,,0.166,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1084.89,1084.89,15.017,Kepler-band,15.01,5617,,1.03,5/14/14,Kepler
Kepler-299,e,Kepler-299 e,Transit,0,4,38.285489,0.22,,,,,0.167,,1,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1084.89,1084.89,15.017,Kepler-band,15.01,5617,,1.03,5/14/14,Kepler
Kepler-30,b,Kepler-30 b,Transit,0,3,29.33434,0.18,0.042,90.179,0.036,Mass,0.348,1.02,1,1,0,0,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,938.33,938.33,15.403,Kepler-band,15.376,5498,0.99,0.95,5/14/14,Kepler
Kepler-30,c,Kepler-30 c,Transit,0,3,60.323105,0.3,0.0111,90.323,2.01,Mass,1.097,1.88,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,938.33,938.33,15.403,Kepler-band,15.376,5498,0.99,0.95,5/14/14,Kepler
Kepler-30,d,Kepler-30 d,Transit,0,3,143.34394,0.5,0.022,89.841,0.073,Mass,0.785,0.19,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,938.33,938.33,15.403,Kepler-band,15.376,5498,0.99,0.95,5/14/14,Kepler
Kepler-300,b,Kepler-300 b,Transit,0,2,10.446347,0.094,,,,,0.149,,0,1,0,1,19h41m09.29s,295.288694,+48d35m59.0s,48.59972,1134.23,1134.23,14.201,Kepler-band,14.18,5986,,0.9,5/14/14,Kepler
Kepler-300,c,Kepler-300 c,Transit,0,2,40.714955,0.232,,,,,0.201,,1,1,0,1,19h41m09.29s,295.288694,+48d35m59.0s,48.59972,1134.23,1134.23,14.201,Kepler-band,14.18,5986,,0.9,5/14/14,Kepler
Kepler-301,b,Kepler-301 b,Transit,0,3,2.508553,0.036,,,,,0.12,,0,1,0,1,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,734.31,734.31,14.271,Kepler-band,14.274,5815,,0.9,5/14/14,Kepler
Kepler-301,c,Kepler-301 c,Transit,0,3,5.419026,0.06,,,,,0.12,,0,1,0,1,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,734.31,734.31,14.271,Kepler-band,14.274,5815,,0.9,5/14/14,Kepler
Kepler-301,d,Kepler-301 d,Transit,0,3,13.751243,0.112,,,,,0.156,,0,1,0,1,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,734.31,734.31,14.271,Kepler-band,14.274,5815,,0.9,5/14/14,Kepler
Kepler-302,b,Kepler-302 b,Transit,0,2,30.184104,0.193,,,,,0.362,,0,1,0,1,19h37m16.08s,294.316985,+43d37m45.6s,43.629345,1459.64,1459.64,15.505,Kepler-band,15.491,5740,,1.22,5/14/14,Kepler
Kepler-302,c,Kepler-302 c,Transit,0,2,127.282184,0.503,,,,,1.111,,0,1,0,1,19h37m16.08s,294.316985,+43d37m45.6s,43.629345,1459.64,1459.64,15.505,Kepler-band,15.491,5740,,1.22,5/14/14,Kepler
Kepler-303,b,Kepler-303 b,Transit,0,2,1.937055,0.024,,,,,0.079,,0,1,0,1,18h52m32.51s,283.135465,+43d39m25.4s,43.657055,211.01,211.01,14.39,Kepler-band,14.396,3944,,0.48,5/14/14,Kepler
Kepler-303,c,Kepler-303 c,Transit,0,2,7.061149,0.057,,,,,0.102,,0,1,0,1,18h52m32.51s,283.135465,+43d39m25.4s,43.657055,211.01,211.01,14.39,Kepler-band,14.396,3944,,0.48,5/14/14,Kepler
Kepler-304,b,Kepler-304 b,Transit,0,4,3.295709,0.039,,,,,0.255,,0,1,0,1,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,440.12,440.12,14.84,Kepler-band,14.831,4731,,0.69,5/14/14,Kepler
Kepler-304,c,Kepler-304 c,Transit,0,4,5.315946,0.054,,,,,0.194,,0,1,0,1,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,440.12,440.12,14.84,Kepler-band,14.831,4731,,0.69,5/14/14,Kepler
Kepler-304,d,Kepler-304 d,Transit,0,4,9.653471,0.08,,,,,0.245,,0,1,0,1,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,440.12,440.12,14.84,Kepler-band,14.831,4731,,0.69,5/14/14,Kepler
Kepler-304,e,Kepler-304 e,Transit,0,4,1.49914695,,,,,,0.107,,0,1,0,1,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,440.12,440.12,14.84,Kepler-band,14.831,4731,,0.69,5/10/16,Kepler
Kepler-305,b,Kepler-305 b,Transit,0,4,5.487,,,,0.033,Mass,0.321,,1,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,889.64,889.64,15.812,Kepler-band,15.766,5100,,0.79,5/14/14,Kepler
Kepler-305,c,Kepler-305 c,Transit,0,4,8.291,,,,0.019,Mass,0.294,,1,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,889.64,889.64,15.812,Kepler-band,15.766,5100,,0.79,5/14/14,Kepler
Kepler-305,d,Kepler-305 d,Transit,0,4,16.738661,0.121,,,,,0.242,,0,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,889.64,889.64,15.812,Kepler-band,15.766,5100,,0.79,5/14/14,Kepler
Kepler-305,e,Kepler-305 e,Transit,0,4,3.20538,,,,,,0.16,,0,1,0,0,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,889.64,889.64,15.812,Kepler-band,15.766,5100,,0.79,9/3/20,Kepler
Kepler-306,b,Kepler-306 b,Transit,0,4,4.646186,0.05,,,,,0.136,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,793,793,15.565,Kepler-band,15.552,4954,,0.72,5/14/14,Kepler
Kepler-306,c,Kepler-306 c,Transit,0,4,7.240193,0.067,,,,,0.21,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,793,793,15.565,Kepler-band,15.552,4954,,0.72,5/14/14,Kepler
Kepler-306,d,Kepler-306 d,Transit,0,4,17.326644,0.12,,,,,0.22,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,793,793,15.565,Kepler-band,15.552,4954,,0.72,5/14/14,Kepler
Kepler-306,e,Kepler-306 e,Transit,0,4,44.840975,0.227,,,,,0.203,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,793,793,15.565,Kepler-band,15.552,4954,,0.72,5/14/14,Kepler
Kepler-307,b,Kepler-307 b,Transit,0,2,10.4208,,,,0.02341,Mass,0.217,2.62,1,1,0,2,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,585.27,585.27,14.072,Kepler-band,14.056,5367,0.91,0.81,4/7/16,Kepler
Kepler-307,c,Kepler-307 c,Transit,0,2,13.0729,,,,0.01145,Mass,0.196,1.74,1,1,0,2,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,585.27,585.27,14.072,Kepler-band,14.056,5367,0.91,0.81,4/7/16,Kepler
Kepler-308,b,Kepler-308 b,Transit,0,2,9.694928,0.09,,,,,0.189,,0,1,0,1,19h43m08.44s,295.785154,+40d26m22.4s,40.43955,1384.3,1384.3,15.809,Kepler-band,15.851,5895,,0.94,5/14/14,Kepler
Kepler-308,c,Kepler-308 c,Transit,0,2,15.38231,0.123,,,,,0.193,,0,1,0,1,19h43m08.44s,295.785154,+40d26m22.4s,40.43955,1384.3,1384.3,15.809,Kepler-band,15.851,5895,,0.94,5/14/14,Kepler
Kepler-309,b,Kepler-309 b,Transit,0,2,5.923653,0.059,,,,,0.139,,0,1,0,1,19h50m02.36s,297.509851,+46d57m40.6s,46.961281,553.2,553.2,15.157,Kepler-band,15.126,4713,,0.72,5/14/14,Kepler
Kepler-309,c,Kepler-309 c,Transit,0,2,105.356383,0.401,,,,,0.224,,1,1,0,1,19h50m02.36s,297.509851,+46d57m40.6s,46.961281,553.2,553.2,15.157,Kepler-band,15.126,4713,,0.72,5/14/14,Kepler
Kepler-31,b,Kepler-31 b,Transit,0,3,20.8613,0.16,,,,,0.491,,1,1,0,1,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,1747.58,1747.58,15.237,Kepler-band,15.224,6340,1.21,1.22,5/14/14,Kepler
Kepler-31,c,Kepler-31 c,Transit,0,3,42.6318,0.26,,,4.7,Mass,0.473,,1,1,0,1,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,1747.58,1747.58,15.237,Kepler-band,15.224,6340,1.21,1.22,5/14/14,Kepler
Kepler-31,d,Kepler-31 d,Transit,0,3,87.6451,0.4,,,6.8,Mass,0.348,,0,1,0,2,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,1747.58,1747.58,15.237,Kepler-band,15.224,6340,1.21,1.22,3/24/16,Kepler
Kepler-310,b,Kepler-310 b,Transit,0,3,13.930698,0.111,,,,,0.106,,1,1,0,1,19h15m21.45s,288.839363,+46d59m12.3s,46.986744,612.87,612.87,14.279,Kepler-band,14.265,5797,,0.88,5/14/14,Kepler
Kepler-310,c,Kepler-310 c,Transit,0,3,56.47542,0.281,,,,,0.302,,1,1,0,1,19h15m21.45s,288.839363,+46d59m12.3s,46.986744,612.87,612.87,14.279,Kepler-band,14.265,5797,,0.88,5/14/14,Kepler
Kepler-310,d,Kepler-310 d,Transit,0,3,92.876125,0.392,,,,,0.22,,0,1,0,1,19h15m21.45s,288.839363,+46d59m12.3s,46.986744,612.87,612.87,14.279,Kepler-band,14.265,5797,,0.88,5/14/14,Kepler
Kepler-311,b,Kepler-311 b,Transit,0,2,9.176092,0.087,,,,,0.152,,0,1,0,1,18h48m14.71s,282.06129,+47d05m07.8s,47.085491,796.53,796.53,13.797,Kepler-band,13.754,5905,,1.19,5/14/14,Kepler
Kepler-311,c,Kepler-311 c,Transit,0,2,19.738286,0.145,,,,,0.128,,0,1,0,1,18h48m14.71s,282.06129,+47d05m07.8s,47.085491,796.53,796.53,13.797,Kepler-band,13.754,5905,,1.19,5/14/14,Kepler
Kepler-312,b,Kepler-312 b,Transit,0,2,1.772419,0.031,,,,,0.115,,0,1,0,1,19h53m34.99s,298.395772,+42d27m35.1s,42.459756,816.22,816.22,12.949,Kepler-band,12.921,6115,,1.47,5/14/14,Kepler
Kepler-312,c,Kepler-312 c,Transit,0,2,19.747412,0.153,,,,,0.281,,1,1,0,1,19h53m34.99s,298.395772,+42d27m35.1s,42.459756,816.22,816.22,12.949,Kepler-band,12.921,6115,,1.47,5/14/14,Kepler
Kepler-313,b,Kepler-313 b,Transit,0,2,14.970418,0.125,,,,,0.226,,0,1,0,1,19h53m10.78s,298.294935,+48d46m31.7s,48.775459,1079.4,1079.4,14.167,Kepler-band,14.111,5727,,1.54,5/14/14,Kepler
Kepler-313,c,Kepler-313 c,Transit,0,2,32.273273,0.208,,,,,0.229,,0,1,0,1,19h53m10.78s,298.294935,+48d46m31.7s,48.775459,1079.4,1079.4,14.167,Kepler-band,14.111,5727,,1.54,5/14/14,Kepler
Kepler-314,b,Kepler-314 b,Transit,0,2,2.461069,0.035,,,,,0.074,,0,1,0,1,19h38m41.79s,294.674114,+42d04m32.1s,42.075588,270.97,270.97,12.557,Kepler-band,12.523,5378,,0.95,5/14/14,Kepler
Kepler-314,c,Kepler-314 c,Transit,0,2,5.960392,0.064,,,,,0.259,,0,1,0,1,19h38m41.79s,294.674114,+42d04m32.1s,42.075588,270.97,270.97,12.557,Kepler-band,12.523,5378,,0.95,5/14/14,Kepler
Kepler-315,b,Kepler-315 b,Transit,0,2,96.101141,0.402,,,,,0.336,,1,1,0,1,19h52m05.54s,298.023104,+43d21m48.7s,43.363522,1199.5,1199.5,15.321,Kepler-band,15.289,5796,,1.04,5/14/14,Kepler
Kepler-315,c,Kepler-315 c,Transit,0,2,265.469335,0.791,,,,,0.37,,0,1,0,1,19h52m05.54s,298.023104,+43d21m48.7s,43.363522,1199.5,1199.5,15.321,Kepler-band,15.289,5796,,1.04,5/14/14,Kepler
Kepler-316,b,Kepler-316 b,Transit,0,2,2.240508,0.027,,,,,0.095,,0,1,0,1,19h23m18.25s,290.826023,+44d11m02.8s,44.184109,389.22,389.22,15.224,Kepler-band,15.194,4204,,0.52,5/14/14,Kepler
Kepler-316,c,Kepler-316 c,Transit,0,2,6.827766,0.058,,,,,0.103,,0,1,0,1,19h23m18.25s,290.826023,+44d11m02.8s,44.184109,389.22,389.22,15.224,Kepler-band,15.194,4204,,0.52,5/14/14,Kepler
Kepler-317,b,Kepler-317 b,Transit,0,2,5.524242,0.061,,,,,0.186,,0,1,0,1,19h39m46.53s,294.943885,+39d01m55.4s,39.032062,965.85,965.85,15.377,Kepler-band,15.457,5497,,0.94,5/14/14,Kepler
Kepler-317,c,Kepler-317 c,Transit,0,2,8.77501,0.083,,,,,0.153,,0,1,0,1,19h39m46.53s,294.943885,+39d01m55.4s,39.032062,965.85,965.85,15.377,Kepler-band,15.457,5497,,0.94,5/14/14,Kepler
Kepler-318,b,Kepler-318 b,Transit,0,2,4.662715,0.056,,,,,0.42,,0,1,0,1,19h53m55.88s,298.482828,+46d47m37.0s,46.793617,496.14,496.14,13.297,Kepler-band,13.281,5746,,1.19,5/14/14,Kepler
Kepler-318,c,Kepler-318 c,Transit,0,2,11.815007,0.105,,,,,0.328,,0,1,0,1,19h53m55.88s,298.482828,+46d47m37.0s,46.793617,496.14,496.14,13.297,Kepler-band,13.281,5746,,1.19,5/14/14,Kepler
Kepler-319,b,Kepler-319 b,Transit,0,3,4.362705,0.051,,,,,0.145,,0,1,0,1,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,510.83,510.83,13.828,Kepler-band,13.791,5526,,0.9,5/14/14,Kepler
Kepler-319,c,Kepler-319 c,Transit,0,3,6.941357,0.069,,,,,0.235,,0,1,0,1,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,510.83,510.83,13.828,Kepler-band,13.791,5526,,0.9,5/14/14,Kepler
Kepler-319,d,Kepler-319 d,Transit,0,3,31.781925,0.191,,,,,0.204,,0,1,0,1,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,510.83,510.83,13.828,Kepler-band,13.791,5526,,0.9,5/14/14,Kepler
Kepler-32,b,Kepler-32 b,Transit,0,5,5.90124,0.05,,,4.1,Mass,0.196,,1,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,326.85,326.85,16.452,V (Johnson),15.812,3900,0.58,0.53,3/24/16,Kepler
Kepler-32,c,Kepler-32 c,Transit,0,5,8.7522,0.09,,,0.5,Mass,0.178,,1,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,326.85,326.85,16.452,V (Johnson),15.812,3900,0.58,0.53,3/24/16,Kepler
Kepler-32,d,Kepler-32 d,Transit,0,5,22.7802,0.13,,,,,0.241,,0,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,326.85,326.85,16.452,V (Johnson),15.812,3900,0.58,0.53,3/24/16,Kepler
Kepler-32,e,Kepler-32 e,Transit,0,5,2.896,0.033,,,,,0.134,,0,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,326.85,326.85,16.452,V (Johnson),15.812,3900,0.58,0.53,3/24/16,Kepler
Kepler-32,f,Kepler-32 f,Transit,0,5,0.74296,0.013,,,,,0.073,,0,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,326.85,326.85,16.452,V (Johnson),15.812,3900,0.58,0.53,3/24/16,Kepler
Kepler-320,b,Kepler-320 b,Transit,0,2,8.371554,0.085,,,,,0.102,,0,1,0,1,19h32m51.25s,293.213548,+46d10m30.5s,46.175125,846.74,846.74,13.474,Kepler-band,13.434,6435,,1.11,5/14/14,Kepler
Kepler-320,c,Kepler-320 c,Transit,0,2,17.934937,0.142,,,,,0.122,,0,1,0,1,19h32m51.25s,293.213548,+46d10m30.5s,46.175125,846.74,846.74,13.474,Kepler-band,13.434,6435,,1.11,5/14/14,Kepler
Kepler-321,b,Kepler-321 b,Transit,0,2,4.915379,0.057,,,,,0.158,,0,1,0,1,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,388.83,388.83,12.706,Kepler-band,12.755,5740,,1.19,5/14/14,Kepler
Kepler-321,c,Kepler-321 c,Transit,0,2,13.093921,0.11,,,,,0.207,,0,1,0,1,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,388.83,388.83,12.706,Kepler-band,12.755,5740,,1.19,5/14/14,Kepler
Kepler-322,b,Kepler-322 b,Transit,0,2,1.653888,0.027,,,,,0.09,,0,1,0,1,18h45m23.72s,281.348824,+44d17m42.9s,44.295242,405.16,405.16,13.53,Kepler-band,13.503,5388,,0.89,5/14/14,Kepler
Kepler-322,c,Kepler-322 c,Transit,0,2,4.337234,0.051,,,,,0.149,,0,1,0,1,18h45m23.72s,281.348824,+44d17m42.9s,44.295242,405.16,405.16,13.53,Kepler-band,13.503,5388,,0.89,5/14/14,Kepler
Kepler-323,b,Kepler-323 b,Transit,0,2,1.678327,0.028,,,,,0.128,,0,1,0,1,19h25m31.74s,291.38224,+38d07m38.9s,38.127473,460.8,460.8,12.722,Kepler-band,12.658,5987,,1.18,5/14/14,Kepler
Kepler-323,c,Kepler-323 c,Transit,0,2,3.553822,0.046,,,,,0.145,,0,1,0,1,19h25m31.74s,291.38224,+38d07m38.9s,38.127473,460.8,460.8,12.722,Kepler-band,12.658,5987,,1.18,5/14/14,Kepler
Kepler-324,b,Kepler-324 b,Transit,0,2,4.385315,0.05,,,,,0.102,,0,1,0,1,19h05m53.15s,286.471473,+49d38m56.5s,49.649021,508.94,508.94,14.122,Kepler-band,14.091,5194,,0.84,5/14/14,Kepler
Kepler-324,c,Kepler-324 c,Transit,0,2,51.805612,0.26,,,,,0.281,,1,1,0,1,19h05m53.15s,286.471473,+49d38m56.5s,49.649021,508.94,508.94,14.122,Kepler-band,14.091,5194,,0.84,5/14/14,Kepler
Kepler-325,b,Kepler-325 b,Transit,0,3,4.544439,0.053,,,,,0.26,,0,1,0,1,19h19m20.50s,289.835434,+49d49m32.3s,49.825626,843.12,843.12,15.009,Kepler-band,15.005,5752,,1,5/14/14,Kepler
Kepler-325,c,Kepler-325 c,Transit,0,3,12.762172,0.105,,,,,0.227,,0,1,0,1,19h19m20.50s,289.835434,+49d49m32.3s,49.825626,843.12,843.12,15.009,Kepler-band,15.005,5752,,1,5/14/14,Kepler
Kepler-325,d,Kepler-325 d,Transit,0,3,38.715185,0.22,,,,,0.249,,0,1,0,1,19h19m20.50s,289.835434,+49d49m32.3s,49.825626,843.12,843.12,15.009,Kepler-band,15.005,5752,,1,5/14/14,Kepler
Kepler-326,b,Kepler-326 b,Transit,0,3,2.248329,0.032,,,,,0.136,,0,1,0,1,19h37m18.13s,294.325546,+46d00m08.1s,46.002254,494.3,494.3,13.693,Kepler-band,13.679,5105,,0.8,5/14/14,Kepler
Kepler-326,c,Kepler-326 c,Transit,0,3,4.580358,0.051,,,,,0.125,,0,1,0,1,19h37m18.13s,294.325546,+46d00m08.1s,46.002254,494.3,494.3,13.693,Kepler-band,13.679,5105,,0.8,5/14/14,Kepler
Kepler-326,d,Kepler-326 d,Transit,0,3,6.766888,0.066,,,,,0.108,,0,1,0,1,19h37m18.13s,294.325546,+46d00m08.1s,46.002254,494.3,494.3,13.693,Kepler-band,13.679,5105,,0.8,5/14/14,Kepler
Kepler-327,b,Kepler-327 b,Transit,0,3,2.549575,0.029,,,,,0.099,,0,1,0,1,19h30m34.17s,292.642372,+44d05m15.6s,44.087673,243.68,243.68,15.018,Kepler-band,14.98,3799,,0.49,5/14/14,Kepler
Kepler-327,c,Kepler-327 c,Transit,0,3,5.212333,0.047,,,,,0.092,,0,1,0,1,19h30m34.17s,292.642372,+44d05m15.6s,44.087673,243.68,243.68,15.018,Kepler-band,14.98,3799,,0.49,5/14/14,Kepler
Kepler-327,d,Kepler-327 d,Transit,0,3,13.969457,0.09,,,,,0.154,,0,1,0,1,19h30m34.17s,292.642372,+44d05m15.6s,44.087673,243.68,243.68,15.018,Kepler-band,14.98,3799,,0.49,5/14/14,Kepler
Kepler-328,b,Kepler-328 b,Transit,0,2,34.921,,,,0.09,Mass,0.205,,1,1,0,1,19h43m14.23s,295.809289,+40d00m30.6s,40.008503,2354.42,2354.42,15.674,Kepler-band,15.604,5914,1.1,1,5/14/14,Kepler
Kepler-328,c,Kepler-328 c,Transit,0,2,71.312,,,,0.124,Mass,0.482,,1,1,0,1,19h43m14.23s,295.809289,+40d00m30.6s,40.008503,2354.42,2354.42,15.674,Kepler-band,15.604,5914,1.1,1,5/14/14,Kepler
Kepler-329,b,Kepler-329 b,Transit,0,2,7.416397,0.061,,,,,0.125,,0,1,0,1,19h57m04.33s,299.268042,+45d13m38.7s,45.227428,445.2,445.2,15.434,Kepler-band,15.431,4257,,0.52,5/14/14,Kepler
Kepler-329,c,Kepler-329 c,Transit,0,2,18.684737,0.113,,,,,0.172,,0,1,0,1,19h57m04.33s,299.268042,+45d13m38.7s,45.227428,445.2,445.2,15.434,Kepler-band,15.431,4257,,0.52,5/14/14,Kepler
Kepler-33,b,Kepler-33 b,Transit,0,5,5.66793,0.0677,0,86.39,,,0.155,,1,1,0,1,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,1252.84,1252.84,13.988,Kepler-band,13.951,5904,1.29,1.82,5/14/14,Kepler
Kepler-33,c,Kepler-33 c,Transit,0,5,13.17562,0.1189,0,88.19,,,0.285,,1,1,0,2,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,1252.84,1252.84,13.988,Kepler-band,13.951,5904,1.29,1.82,5/14/14,Kepler
Kepler-33,d,Kepler-33 d,Transit,0,5,21.77596,0.1662,0,88.71,,,0.477,,1,1,0,2,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,1252.84,1252.84,13.988,Kepler-band,13.951,5904,1.29,1.82,5/14/14,Kepler
Kepler-33,e,Kepler-33 e,Transit,0,5,31.7844,0.2138,0,88.94,,,0.359,,1,1,0,2,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,1252.84,1252.84,13.988,Kepler-band,13.951,5904,1.29,1.82,5/14/14,Kepler
Kepler-33,f,Kepler-33 f,Transit,0,5,41.02902,0.2535,0,89.17,,,0.398,,1,1,0,2,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,1252.84,1252.84,13.988,Kepler-band,13.951,5904,1.29,1.82,5/14/14,Kepler
Kepler-330,b,Kepler-330 b,Transit,0,2,8.25978,0.075,,,,,0.12,,0,1,0,1,19h13m47.37s,288.447375,+44d48m06.1s,44.801685,732.46,732.46,15.261,Kepler-band,15.263,5117,,0.72,5/14/14,Kepler
Kepler-330,c,Kepler-330 c,Transit,0,2,15.955387,0.116,,,,,0.174,,0,1,0,1,19h13m47.37s,288.447375,+44d48m06.1s,44.801685,732.46,732.46,15.261,Kepler-band,15.263,5117,,0.72,5/14/14,Kepler
Kepler-331,b,Kepler-331 b,Transit,0,3,8.457496,0.065,,,,,0.162,,0,1,0,1,19h27m20.24s,291.834328,+39d18m26.5s,39.307358,589.63,589.63,15.862,Kepler-band,15.836,4347,,0.49,5/14/14,Kepler
Kepler-331,c,Kepler-331 c,Transit,0,3,17.28111,0.105,,,,,0.164,,0,1,0,1,19h27m20.24s,291.834328,+39d18m26.5s,39.307358,589.63,589.63,15.862,Kepler-band,15.836,4347,,0.49,5/14/14,Kepler
Kepler-331,d,Kepler-331 d,Transit,0,3,32.134328,0.159,,,,,0.146,,0,1,0,1,19h27m20.24s,291.834328,+39d18m26.5s,39.307358,589.63,589.63,15.862,Kepler-band,15.836,4347,,0.49,5/14/14,Kepler
Kepler-332,b,Kepler-332 b,Transit,0,3,7.626324,0.07,,,,,0.104,,0,1,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,347.65,347.65,14.017,Kepler-band,14.003,4955,,0.72,5/14/14,Kepler
Kepler-332,c,Kepler-332 c,Transit,0,3,15.995622,0.114,,,,,0.097,,0,1,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,347.65,347.65,14.017,Kepler-band,14.003,4955,,0.72,5/14/14,Kepler
Kepler-332,d,Kepler-332 d,Transit,0,3,34.21154,0.189,,,,,0.105,,0,1,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,347.65,347.65,14.017,Kepler-band,14.003,4955,,0.72,5/14/14,Kepler
Kepler-333,b,Kepler-333 b,Transit,0,2,12.551158,0.087,,,,,0.118,,0,1,0,1,19h29m08.66s,292.286069,+40d54m48.9s,40.913584,327.47,327.47,14.731,Kepler-band,14.721,4259,,0.53,5/14/14,Kepler
Kepler-333,c,Kepler-333 c,Transit,0,2,24.08821,0.135,,,,,0.099,,0,1,0,1,19h29m08.66s,292.286069,+40d54m48.9s,40.913584,327.47,327.47,14.731,Kepler-band,14.721,4259,,0.53,5/14/14,Kepler
Kepler-334,b,Kepler-334 b,Transit,0,3,5.470319,0.061,,,,,0.1,,0,1,0,1,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,431.86,431.86,12.776,Kepler-band,12.73,5828,,1.07,5/14/14,Kepler
Kepler-334,c,Kepler-334 c,Transit,0,3,12.758005,0.107,,,,,0.128,,0,1,0,1,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,431.86,431.86,12.776,Kepler-band,12.73,5828,,1.07,5/14/14,Kepler
